
SetupTitle, FET Id-Vd
TestParameter, Channel.VName, Vgate, Vsource, Vdrain
TestParameter, Channel.Mode, V, V, V
TestParameter, Channel.Func, VAR2, CONST, VAR1
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, Gate, Source, Drain
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE, NONE
TestParameter, Measurement.Port.Filter, OFF, OFF, OFF
TestParameter, Measurement.Port.OutputVoltageComparison, 0, 0, 0
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, VdStart*Polarity
TestParameter, Measurement.Primary.Stop, VdStop*Polarity
TestParameter, Measurement.Primary.Step, VdStep*Polarity
TestParameter, Measurement.Primary.Compliance, IdMax
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Secondary.Start, VgStart*Polarity
TestParameter, Measurement.Secondary.Count, floor(abs((VgStop-VgStart)/VgStep)*(1+1E-13))+1
TestParameter, Measurement.Secondary.Step, cond(VgStart,VgStop,abs(VgStep)*Polarity,-abs(VgStep)*Polarity)
TestParameter, Measurement.Secondary.Compliance, IgLimit
TestParameter, Measurement.Secondary.PowerCompliance, 0
TestParameter, Measurement.Bias.Source, -4, Vs*Polarity, 0
TestParameter, Measurement.Bias.Compliance, 0.01, IdMax, 0.099999999999999992
TestParameter, Measurement.Monitor.Unit, SMU:=Gate, SMU:=Source, SMU:=Drain
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC, HR ADC
TestParameter, Measurement.Monitor.Measurement, Compliance Side, Compliance Side, Compliance Side
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA, DrainMinRng
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, HoldTime
TestParameter, Measurement.Timing.Delay, DelayTime
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, ON
TestParameter, Measurement.Adc.HighResolution.Mode, IntegMode
TestParameter, Measurement.Adc.HighResolution.Coeff, AdcFactor
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vdrain
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, VdStart*Polarity
TestParameter, Output.Graph.XAxis.Right, VdStop*Polarity
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, Idrain
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0
TestParameter, Output.Graph.YAxis.Top, IdMax*Polarity
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, false
TestParameter, Output.List.Data, Vdrain, Vgate, Idrain
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, False
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, False
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, false
MetaData, TestRecord.RecordTime, 07/08/2025 13:13:45
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 7
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, df3b2c0e-272c-454a-bea9-ef74a06ee74d
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vdrain
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HP, Name=Vdrain, Direction=Single, Linear/Log=LINEAR, Start=0 V, Stop=3 V, Step=500 mV, No. of Steps=NaN, Compliance=100 mA, Pwr Comp=OFF	[VAR2] Unit=SMU3:HR, Name=Vgate, Start=-4 V, Stop=NaN V, Step=100 mV, No. of Steps=43, Compliance=10 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR, Name=Vsource, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, Vgate	-4,-3.9,-3.8,-3.7,-3.6,-3.5,-3.4,-3.3,-3.2,-3.1,-3,-2.9,-2.8,-2.7,-2.6,-2.5,-2.4,-2.3,-2.2,-2.1,-2,-1.9,-1.8,-1.7,-1.6,-1.5,-1.4,-1.3,-1.2,-1.1,-0.999999999999997,-0.899999999999997,-0.799999999999997,-0.699999999999998,-0.599999999999998,-0.499999999999998,-0.399999999999998,-0.299999999999998,-0.199999999999998,-0.0999999999999976,2.41473507855972E-15,0.100000000000002,0.200000000000002	-4	0.1	43
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vdrain, Vgate, Idrain
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, FET Id-Vd
Dimension1, 7, 7, 7
Dimension2, 43, 43, 43
DataName, Vdrain, Vgate, Idrain
DataValue, 0, -4, 1.7661899999999998E-08
DataValue, 0.5, -4, 4.97041E-08
DataValue, 1, -4, 1.0480599999999999E-07
DataValue, 1.5, -4, 1.84573E-07
DataValue, 2, -4, 2.99548E-07
DataValue, 2.5, -4, 4.44219E-07
DataValue, 3, -4, 6.21002E-07
DataValue, 0, -3.9, 1.1819499999999999E-08
DataValue, 0.5, -3.9, 3.7127399999999994E-08
DataValue, 1, -3.9, 8.43852E-08
DataValue, 1.5, -3.9, 1.56508E-07
DataValue, 2, -3.9, 2.62596E-07
DataValue, 2.5, -3.9, 3.9838099999999997E-07
DataValue, 3, -3.9, 5.67115E-07
DataValue, 0, -3.8000000000000003, 9.2477999999999986E-09
DataValue, 0.5, -3.8000000000000003, 3.0715999999999995E-08
DataValue, 1, -3.8000000000000003, 7.24251E-08
DataValue, 1.5, -3.8000000000000003, 1.3694399999999999E-07
DataValue, 2, -3.8000000000000003, 2.35212E-07
DataValue, 2.5, -3.8000000000000003, 3.62471E-07
DataValue, 3, -3.8000000000000003, 5.21859E-07
DataValue, 0, -3.7, 6.83613E-09
DataValue, 0.5, -3.7, 2.44775E-08
DataValue, 1, -3.7, 6.1426099999999989E-08
DataValue, 1.5, -3.7, 1.1949E-07
DataValue, 2, -3.7, 2.10003E-07
DataValue, 2.5, -3.7, 3.2902599999999997E-07
DataValue, 3, -3.7, 4.79809E-07
DataValue, 0, -3.6, 5.12115E-09
DataValue, 0.5, -3.6, 1.9709099999999997E-08
DataValue, 1, -3.6, 5.2035799999999993E-08
DataValue, 1.5, -3.6, 1.0674509999999999E-07
DataValue, 2, -3.6, 1.86434E-07
DataValue, 2.5, -3.6, 2.9962E-07
DataValue, 3, -3.6, 4.42615E-07
DataValue, 0, -3.5, 3.72864E-09
DataValue, 0.5, -3.5, 1.55697E-08
DataValue, 1, -3.5, 4.3690599999999996E-08
DataValue, 1.5, -3.5, 9.3064599999999985E-08
DataValue, 2, -3.5, 1.66222E-07
DataValue, 2.5, -3.5, 2.7255899999999997E-07
DataValue, 3, -3.5, 4.08332E-07
DataValue, 0, -3.4, 2.62394E-09
DataValue, 0.5, -3.4, 1.2086399999999998E-08
DataValue, 1, -3.4, 3.6337599999999996E-08
DataValue, 1.5, -3.4, 8.06688E-08
DataValue, 2, -3.4, 1.47544E-07
DataValue, 2.5, -3.4, 2.47348E-07
DataValue, 3, -3.4, 3.75863E-07
DataValue, 0, -3.3000000000000003, 1.8413E-09
DataValue, 0.5, -3.3000000000000003, 1.0556099999999999E-08
DataValue, 1, -3.3000000000000003, 3.2827899999999996E-08
DataValue, 1.5, -3.3000000000000003, 7.4637599999999988E-08
DataValue, 2, -3.3000000000000003, 1.3864699999999998E-07
DataValue, 2.5, -3.3000000000000003, 2.3678299999999998E-07
DataValue, 3, -3.3000000000000003, 3.63448E-07
DataValue, 0, -3.2, 1.22406E-09
DataValue, 0.5, -3.2, 3.36179E-08
DataValue, 1, -3.2, 8.36612E-08
DataValue, 1.5, -3.2, 1.60356E-07
DataValue, 2, -3.2, 2.91161E-07
DataValue, 2.5, -3.2, 4.70141E-07
DataValue, 3, -3.2, 7.07768E-07
DataValue, 0, -3.1, -4.5223E-10
DataValue, 0.5, -3.1, 5.14255E-07
DataValue, 1, -3.1, 1.0297100000000001E-06
DataValue, 1.5, -3.1, 2.02512E-06
DataValue, 2, -3.1, 3.3365700000000004E-06
DataValue, 2.5, -3.1, 5.06962E-06
DataValue, 3, -3.1, 7.3210000000000007E-06
DataValue, 0, -3, -1.9848499999999997E-08
DataValue, 0.5, -3, 8.79213E-06
DataValue, 1, -3, 1.83232E-05
DataValue, 1.5, -3, 3.39025E-05
DataValue, 2, -3, 5.33281E-05
DataValue, 2.5, -3, 0.0018810300000000001
DataValue, 3, -3, 0.0024861
DataValue, 0, -2.9, -2.84849E-07
DataValue, 0.5, -2.9, 0.000308596
DataValue, 1, -2.9, 0.00068265200000000006
DataValue, 1.5, -2.9, 0.00118309
DataValue, 2, -2.9, 0.00179627
DataValue, 2.5, -2.9, 0.0023994
DataValue, 3, -2.9, 0.00303059
DataValue, 0, -2.8000000000000003, -3.9846800000000004E-06
DataValue, 0.5, -2.8000000000000003, 0.001094
DataValue, 1, -2.8000000000000003, 0.00345028
DataValue, 1.5, -2.8000000000000003, 0.0059181
DataValue, 2, -2.8000000000000003, 0.00818557
DataValue, 2.5, -2.8000000000000003, 0.01038859
DataValue, 3, -2.8000000000000003, 0.0123131
DataValue, 0, -2.7, -1.74388E-05
DataValue, 0.5, -2.7, 0.00423552
DataValue, 1, -2.7, 0.00585085
DataValue, 1.5, -2.7, 0.00807045
DataValue, 2, -2.7, 0.01037218
DataValue, 2.5, -2.7, 0.012139500000000001
DataValue, 3, -2.7, 0.0141752
DataValue, 0, -2.6, -2.65577E-05
DataValue, 0.5, -2.6, 0.00886928
DataValue, 1, -2.6, 0.0082782400000000009
DataValue, 1.5, -2.6, 0.00896586
DataValue, 2, -2.6, 0.01105328
DataValue, 2.5, -2.6, 0.012668700000000002
DataValue, 3, -2.6, 0.014799000000000001
DataValue, 0, -2.5, -3.1028900000000004E-05
DataValue, 0.5, -2.5, 0.0162785
DataValue, 1, -2.5, 0.014943900000000001
DataValue, 1.5, -2.5, 0.012611400000000002
DataValue, 2, -2.5, 0.0119004
DataValue, 2.5, -2.5, 0.0133684
DataValue, 3, -2.5, 0.015371200000000002
DataValue, 0, -2.4, -3.37861E-05
DataValue, 0.5, -2.4, 0.025102600000000003
DataValue, 1, -2.4, 0.0239579
DataValue, 1.5, -2.4, 0.0204695
DataValue, 2, -2.4, 0.016474600000000002
DataValue, 2.5, -2.4, 0.015022700000000002
DataValue, 3, -2.4, 0.0162132
DataValue, 0, -2.3000000000000003, -3.5159E-05
DataValue, 0.5, -2.3000000000000003, 0.031446800000000004
DataValue, 1, -2.3000000000000003, 0.0340051
DataValue, 1.5, -2.3000000000000003, 0.030298800000000004
DataValue, 2, -2.3000000000000003, 0.024999600000000004
DataValue, 2.5, -2.3000000000000003, 0.0197873
DataValue, 3, -2.3000000000000003, 0.018037300000000003
DataValue, 0, -2.2, -3.5948900000000004E-05
DataValue, 0.5, -2.2, 0.0360455
DataValue, 1, -2.2, 0.0447629
DataValue, 1.5, -2.2, 0.041050300000000005
DataValue, 2, -2.2, 0.035444100000000006
DataValue, 2.5, -2.2, 0.028649800000000003
DataValue, 3, -2.2, 0.0226632
DataValue, 0, -2.1, -3.68902E-05
DataValue, 0.5, -2.1, 0.0390502
DataValue, 1, -2.1, 0.056291400000000005
DataValue, 1.5, -2.1, 0.052179400000000008
DataValue, 2, -2.1, 0.046783500000000006
DataValue, 2.5, -2.1, 0.039522600000000005
DataValue, 3, -2.1, 0.0316088
DataValue, 0, -2, -3.74129E-05
DataValue, 0.5, -2, 0.0409298
DataValue, 1, -2, 0.0636545
DataValue, 1.5, -2, 0.0634085
DataValue, 2, -2, 0.058402800000000005
DataValue, 2.5, -2, 0.051290900000000007
DataValue, 3, -2, 0.0427722
DataValue, 0, -1.9000000000000001, -3.76684E-05
DataValue, 0.5, -1.9000000000000001, 0.0420885
DataValue, 1, -1.9000000000000001, 0.0698541
DataValue, 1.5, -1.9000000000000001, 0.074670900000000012
DataValue, 2, -1.9000000000000001, 0.0699758
DataValue, 2.5, -1.9000000000000001, 0.06329860000000001
DataValue, 3, -1.9000000000000001, 0.054852300000000007
DataValue, 0, -1.8, -3.83229E-05
DataValue, 0.5, -1.8, 0.0428771
DataValue, 1, -1.8, 0.074613300000000007
DataValue, 1.5, -1.8, 0.087222100000000011
DataValue, 2, -1.8, 0.0813872
DataValue, 2.5, -1.8, 0.075251000000000012
DataValue, 3, -1.8, 0.067180800000000013
DataValue, 0, -1.7000000000000002, -3.7885E-05
DataValue, 0.5, -1.7000000000000002, 0.0433846
DataValue, 1, -1.7000000000000002, 0.0777628
DataValue, 1.5, -1.7000000000000002, 0.0943601
DataValue, 2, -1.7000000000000002, 0.092457000000000011
DataValue, 2.5, -1.7000000000000002, 0.086918100000000012
DataValue, 3, -1.7000000000000002, 0.079382000000000008
DataValue, 0, -1.6, -3.83209E-05
DataValue, 0.5, -1.6, 0.0437166
DataValue, 1, -1.6, 0.079744100000000012
DataValue, 1.5, -1.6, 0.1000052
DataValue, 2, -1.6, 0.1000048
DataValue, 2.5, -1.6, 0.10000460000000001
DataValue, 3, -1.6, 0.1000048
DataValue, 0, -1.5, -3.81883E-05
DataValue, 0.5, -1.5, 0.044196500000000007
DataValue, 1, -1.5, 0.0813682
DataValue, 1.5, -1.5, 0.10000490000000001
